,Line #,Name,Description,Designator,Revision Status,Quantity,Footprint,Manufacturer 1,Manufacturer Part Number 1,Manufacturer Lifecycle 1,Supplier 1,Supplier Part Number 1,Supplier Subtotal 1
,,60.4K,"Resistor, 60.4 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film","R46, R132, R304",,3,0402_PAN,,,,,,
,,0 ohm,"Resistor, 0 Ohms Jumper Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film","R50, R52",,2,RC0402N_PAN,,,,,,
,,180,"RES, 180 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",R51,,1,STA_RMCF0402_STP,Yageo,RC0402FR-07180RL,Volume Production,Digikey,311-180LRCT-ND,0.1
,,1K,"Resistor, 1K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R54, R63, R119, R126",,4,RC0402N_YAG,,,,,,
,,60.4K,"Resistor, 60.4 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film","R59, R105",,2,0402_PAN,Panasonic,ERA-2AEB6042X,Volume Production,Mouser,667-ERA-2AEB6042X,0.2
,,24K,"Resistor, 24 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thick Film",R60,,1,RESC1005X35N,,,,,,
,,470,"RES, 470 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R64, R104, R114",,3,0402,Yageo,RC0402FR-07470RL,Volume Production,Future Electronics,9333527,7
,,4.7K,"Resistor 4.7 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film","R65, R66, R123, R127, R136, R156, R171, R222, R238, R239, R240, R243, R245, R246, R247, R248, R252, R256, R257, R258, R259, R260, R263, R266",,24,RESC1005X40N,KOA Speer,RN73H1ETTP4701B25,Volume Production,Digikey,2019-RN73H1ETTP4701B25CT-ND,3.192
,,10mOhm,10 mOhms ±1% 1W Chip Resistor 2010 (5025 Metric) Current Sense Thick Film,"R67, R91",,2,STA_CSRN2010_STP,Stackpole Electronics,CSRN2010FK10L0,Volume Production,Digikey,CSRN2010FK10L0CT-ND,1.38
,,20K,"Resistor, 20 kOhms ±1% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick FilmMoisture Resistant Thick Film","R69, R244",,2,RC0402N_PAN,,,,,,
,,4.7K,"Resistor, 4.7K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R71, R155, R164, R190, R191, R192, R193, R195, R197, R200, R236, R294, R295, R297, R300, R303",,16,RC0402N_YAG,,,,,,
,,330,"RES, 330 ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",R86,,1,STA_RMCF0402_STP,,,,,,
,,24.9,"Resistor, 24.9 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film","R124, R137, R140, R162",,4,RES_CRCW_0402,,,,,,
,,DNP,"Resistor, 0 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R138, R139, R148, R149, R160, R161, R163",,7,RC0402N_YAG,,,,,,
,,0 Ohm,"Resistor, 0 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R144, R145, R146, R147, R167, R168, R169",,7,RC0402N_YAG,,,,,,
,,4.7K,"Resistor, 4.7K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R153, R154, R172, R173",,4,RC0402N_YAG,,,,,,
,,CRCW0402330RFKED,"RES, 330, 1%, 0.063 W, AEC-Q200 Grade 0, 0402",R177,,1,0402,,,,Digi-Key,,
,,1K,"Resistor 1 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film","R182, R183, R229",,3,RESC1005X40N,,,,,,
,,90.9K,"RES, 90.9 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R186, R310",,2,0402,Panasonic,ERJ-2RKF2401X,Volume Production,Digikey,P2.40KLCT-ND,0.2
,,12K,"Resistor, 12K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",R187,,1,RC0402N_YAG,Yageo,RC0402JR-0712KL,Volume Production,Future Electronics,6771661,6
,,27.4K,"RES, 27.4K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R194, R196",,2,STA_RMCF0402_STP,Yageo,RC0402FR-0727K4L,Volume Production,Avnet,49AK1380,0.2
,,1K,"Resistor, 1K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R208, R209, R210, R211, R212",,5,RC0402N_YAG,,,,,,
,,100 Ohm,"Resistor, 100 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R213, R232",,2,RC0402N_YAG,,,,,,
,,10K,"Resistor 10 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film","R215, R219, R223, R226, R227, R233",,6,RESC1005X40N,,,,,,
,,4.7K,"Resistor, 4.7K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",R216,,1,RC0402N_YAG,,,,,,
,,20mOhm,Resistor 20 mOhms ±0.5% 1W Chip Resistor 1206 (3216 Metric) Current Sense Metal Film,R217,,1,RES_PCS1206_3-50mOHM_OHM,,,,,,
,,8.2K,"Resistor 8.2 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film","R218, R220",,2,RESC1005X40N,,,,,,
,,18K,"Resistor 18 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film",R221,,1,RESC1005X40N,,,,,,
,,8.16K,"Resistor 8.16 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film","R224, R237",,2,RESC1005X40N,KOA Speer,RN73H1ETTP8161F50,Volume Production,Digikey,2019-RN73H1ETTP8161F50CT-ND,0.3
,,18K,"Resistor 18 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film",R225,,1,RESC1005X40N,,,,,,
,,30K,"Resistor 30 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film",R228,,1,RESC1005X40N,,,,,,
,,300K,"Resistor 300 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film","R230, R234",,2,RESC1005X40N,KOA Speer,RN73H1ETTP3003B25,Volume Production,Digikey,2019-RN73H1ETTP3003B25CT-ND,0.32
,,118K,"Resistor 118 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film",R231,,1,RESC1005X40N,KOA Speer,RN73H1ETTP1183B25,Volume Production,Digikey,2019-RN73H1ETTP1183B25CT-ND,0.16
,,4.99K,"Resistor 4.99 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Metal Film",R235,,1,RESC1005X40N,KOA Speer,RN73H1ETTP4991B25,Volume Production,Digikey,2019-RN73H1ETTP4991B25CT-ND,0.16
,,5.6K,"RES, 330 ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",R267,,1,STA_RMCF0402_STP,,,,,,
,,470,"Resistor,470 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thick Film",R272,,1,RESC1005X35N,,,,,,
,,120,"Resistor,120 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thick Film",R284,,1,RESC1005X35N,,,,,,
,,5mΩ 1% 2W,RES 0.005 OHM 1% 2W 2512,R285,,1,Resistor 2512 (0.25''x0.125''),Stackpole Electronics,CSNL2512FT5L00,Volume Production,Digikey,CSNL2512FT5L00CT-ND,0.67
,,90.9K,"Resistor, 90.9K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",R287,,1,RC0402N_YAG,Yageo,RC0402FR-0790K9L,Volume Production,Future Electronics,1290285,7
,,RC0603JR-0710KL,"RES, 10 k, 5%, 0.1 W, 0603",R311,,1,0603,,,,Digi-Key,,
,,4.02,"Resistor 4.02 Ohms ±1% 1.5W Chip Resistor 2512 (6432 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",R331,,1,RESC6331X70N,,,,,,
,,20K,"Resistor, 10K Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R335, R351",,2,RC0402N_YAG,,,,,,
,,82K,"Resistor, 82 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","R339, R355",,2,RC0402N_YAG,,,,,,
,,400mOhm,RES SMD 400 MOHM 1% 2W 2512,R347,,1,RESC6332X65N,Yageo,PT2512FK-7W0R4L,Volume Production,Future Electronics,3116620,476
,,Tact SPST,SWITCH TACT vertical SMD,SW1,,1,C&K PTS645SM43SMTR92 LFS,ITT C&K,PTS645SM43SMTR92LFS,Volume Production,Digikey,CKN9112CT-ND,0.3
,,434153017835,Tactile Switch SPST-NO Top Actuated Surface Mount,"SW2, SW3",,2,CHIP_3017835_WRE,Wurth Electronics,434153017835,Volume Production,Mouser,710-434153017835,1.2
,,5003,"Test Point, Orange, Height 4.6 mm, Tail Length 3 mm, 1-Pin THD, RoHS","TP8, TP9, TP10",,3,KSTN-5003,,,,,,
,,STM32H743VIH6,ARM® Cortex®-M7 STM32H7 Microcontroller IC 32-Bit Single-Core 480MHz 2MB (2M x 8) FLASH 100-TFBGA (8x8),U1,,1,TFBGA100,STMicroelectronics,STM32H743VIH6,Volume Production,Mouser,511-STM32H743VIH6,16.06
,,LTM8024EY#PBF,"IC, Non-Isolated PoL Module DC DC Converter 2 Output 0.8 ~ 8V 0.8 ~ 8V 3.5A, 3.5A 3V - 40V Input",U2,,1,BGA88_LTCDWG-REVA_9x11p25x1_ADI,,,,,,
,,MAX4350EXK,Voltage Feedback Amplifier 1 Circuit Rail-to-Rail SC-70-5,"U4, U76",,2,21-0076E,,,,,,
,,LM3880MF-1AB/NOPB,IC PWR SUPPLY SEQUENCER SOT23-6,"U5, U8",,2,SOT-23-6,Texas Instruments,LM3880MF-1AB/NOPB,Volume Production,Digikey,LM3880MF-1AB/NOPBCT-ND,2.96
,,MAX4372FEUK+T,IC CURR SENSE 1 CIRCUIT SOT23-5,"U6, U37, U78, U80",,4,SOT-23-5,Analog Devices,MAX4372FEUK+T,Unknown,Digikey,MAX4372FEUK+TTR-ND,4687.5
,,NCS21911SN2T1G,IC OPAMP ZERO-DRIFT 1 CIRC 5TSOP,"U7, U38, U77",,3,SOT-23-5,ON Semiconductor,NCS21911SN2T1G,Volume Production,Digikey,NCS21911SN2T1GOSCT-ND,10.53
,,LTM8053EYPBF,"ic  
Non-Isolated PoL Module DC DC Converter 1 Output 0.97 ~ 15V 3.5A 3.4V - 40V Input","U9, U35, U64, U84, U90",,5,BGA48_9X6P25_ADI,,,,,,
,,MAX4372FEUK+T,IC CURR SENSE 1 CIRCUIT SOT23-5,"U10, U16, U65, U74, U87, U91",,6,SOT-23-5,Analog Devices,MAX4372FEUK+T,Unknown,Digikey,MAX4372FEUK+TTR-ND,4687.5
,,AD5682RBCPZ-RL7,14 Bit Digital to Analog Converter 1 8-LFCSP-UD (2x2),U11,,1,CP_8_10_ADI,Analog Devices,AD5682RBCPZ-RL7,Volume Production,Mouser,584-AD5682RBCPZ-RL7,8.3
,,LTC6655BHMS8-3.3#PBF,IC Series Voltage Reference IC Fixed 3.3V V ±0.025% 5 mA 8-MSOP,"U12, U30",,2,MSOP-8_MS_LIT,,,,,,
,,AD633JRZ,"IC, Analog Multiplier 4-Quadrant 8-SOIC",U14,,1,R_8_ADI,,,,,,
,,LCMXO2-2000HC-4TG100C,MachXO2 Field Programmable Gate Array (FPGA) IC 79 75776 2112 100-LQFP,"U15, U34, U47, U50",,4,TQFP100_LAT,Lattice Semiconductor,LCMXO2-2000HC-4TG100C,Volume Production,Digikey,220-1395-ND,60.4
,,NCS21911SN2T1G,IC OPAMP ZERO-DRIFT 1 CIRC 5TSOP,"U17, U70, U75, U81, U93",,5,SOT-23-5,ON Semiconductor,NCS21911SN2T1G,Volume Production,Digikey,NCS21911SN2T1GOSCT-ND,17.55
,,LMV762MA/NOPB,IC Comparator General Purpose Push-Pull 8-SOIC,U18,,1,SOIC127P599X175-8N,TI National Semiconductor,LMV762MA/NOPB,Unknown,Mouser,926-LMV762MA/NOPB,1.95
,,AD9837ACPZ-RL,"IC, Direct Digital Synthesis IC 10 b 5 MHz 28 b Tuning 10-LFCSP-WD (3x3)",U19,,1,CP_10_9_ADI,,,,,,
,,LT6200CS6-5TRPBF,Buffer Amplifier 1 Circuit Rail-to-Rail TSOT-23-6,"U20, U102",,2,TSOT-23_S6_LIT,Analog Devices / Linear Technology,LT6200CS6-5#TRPBF,Volume Production,Digikey,505-LT6200CS6-5#TRPBFCT-ND,12.66
,,LTC2315HTS8-12TRMPBF,12 Bit Analog to Digital Converter 1 Input 1 SAR TSOT-23-8,"U21, U31, U33, U42, U46",,5,TS8_05-08-1637_ADI,Analog Devices / Linear Technology,LTC2315HTS8-12#TRMPBF,Volume Production,Mouser,584-C2315HTS8-12TMPF,91
,,AD5689RBCPZ-RL7,"DAC, 16 Bit Digital to Analog Converter 2 16-LFCSP (3x3)",U22,,1,CP_16_22_ADI,,,,,,
,,MIC5203-5.0YM5-TR,"MIC5203-5.0YM5-TR LDO, 0.3VDO, 0.08A, 5V, 4%, 5SOT23; Primary Input Voltage: 16V; Output Voltage Fi",U23,,1,FP-SOT23-5LD-PL-1-MFG,Microchip,MIC5203-5.0YM5-TR,Volume Production,Arrow Electronics,MIC5203-5.0YM5-TR,861
,,TA MOUNT,TA MOUNT,U24,,1,TA MOUNT,Molex,22-23-2061,Volume Production,Digikey,WM4204-ND,0.39
,,LTC6268IS6TRMPBF,J-FET Amplifier 1 Circuit Rail-to-Rail TSOT-23-6,U25,,1,TSOT-23_S6_LIT,Analog Devices / Linear Technology,LTC6268IS6#TRMPBF,Volume Production,Mouser,584-LTC6268IS6TRMPBF,11.44
,,TMV 1205D,"Isolated Module DC DC Converter 2 Output 5V -5V 100mA, 100mA 12V - 18V Input",U26,,1,TMV_512_DUAL_TRP,Traco Power,TMV1205D,Volume Production,Digikey,1951-2505-ND,6.4
,,LDL212PUR,"IC, Linear Voltage Regulator IC Positive Adjustable 1 Output 1.2A 6-DFN (3x3)",U27,,1,DFN6_3X3_STM,,,,,,
,,LT1085CT-5#PBF,"3 A Low Dropout Positive Regulator, 4.3 to 25 V Vin, 5 V Vout, 3-pin FM (T-3), 0 to 150 degC, Pb-Free","U29, U53",Up to date,2,LT-T-3,Analog Devices / Linear Technology,LT1085CT-5#PBF,Volume Production,Mouser,584-LT1085CT-5#PBF,24.28
,,LM2940IMPX-5.0NOPB,Linear Voltage Regulator IC Positive Fixed 5V Output 1A SOT-223-4,U36,,1,DCY0004A_N,TI National Semiconductor,LM2940IMPX-5.0/NOPB,Unknown,Mouser,926-LM2940IMPX50NOPB,1.63
,,OPA388IDGKT,"IC, Zero-Drift Amplifier 1 Circuit Rail-to-Rail 8-VSSOP","U39, U40, U41, U43, U44, U45",,6,DGK8_TEX,,,,,,
,,24AA025E48T-EOT,"IC, EEPROM Memory IC 2Kbit I2C 400 kHz 900 ns SOT-23-6","U49, U52",,2,SOT-23_OTOTY_MCH,,,,,,
,,OPA27GU2K5,General Purpose Amplifier 1 Circuit 8-SOIC,U54,,1,D8,,,,,,
,,TLV1117LV33DCYR,Linear Voltage Regulator IC Positive Fixed 1 Output 1A SOT-223-4,U55,,1,DCY0004A_N,Texas Instruments,TLV1117LV33DCYR,Volume Production,Mouser,595-TLV1117LV33DCYR,0.22
,,SN74LVC1G125DCKR,"Buffer, Non-Inverting 1 Element 1 Bit per Element 3-State Output SC-70-5","U56, U63",,2,DCK5,Texas Instruments,SN74LVC1G125DCKR,Volume Production,Mouser,595-SN74LVC1G125DCKR,0.2
,,TPS2001EDBVR,Power Switch/Driver 1:1 N-Channel 2A SOT-23-5,"U57, U58",,2,DBV0005A-IPC_A,Texas Instruments,TPS2001EDBVR,Unknown,Mouser,595-TPS2001EDBVR,0.58
,,TCA9548ARGERQ1,Bus Switch 1 x 8:1 24-VQFN (4x4),"U59, U107",,2,QFN_GERQ1_TEX,Texas Instruments,TCA9548ARGERQ1,Volume Production,Mouser,595-TCA9548ARGERQ1,4.96
,,USB2514B-AEZC,"USB 2.0 High-Speed Hub Controller, 4 Ports, 3 to 3.6 V, 0 to 85 degC, 36-Pin QFN, RoHS, Tray",U60,,1,MCHP-QFN-36_V,,,,,,
,,SN74LVC2G34MDCKREP,"Enhanced Product Dual Buffer Gate, DCK0006A, LARGE T&R",U61,,1,DCK0006A_N,Texas Instruments,SN74LVC2G34MDCKREP,Volume Production,Mouser,595-SN74L2G34MDCKREP,2.31
,,NC7SZ157P6X,Multiplexer 1 x 2:1 SC-88 (SC-70-6),U62,,1,FAIR-SC70-6_V,ON Semiconductor / Fairchild,NC7SZ157P6X,Volume Production,Avnet,NC7SZ157P6X,76.8
,,ADS7924IRTER,IC 12 Bit Analog to Digital Converter 4 Input 1 SAR 16-WQFN (3x3),U66,,1,RTE16_1P7X1P7,,,,,,
,,ADN8831ACPZ-REEL7,"IC, Thermoelectric Cooler PMIC 32-LFCSP-WQ (5x5)",U67,,1,CP_32_7_ADI,,,,,,
,,AD5691RBCPZ-RL7,IC 12 Bit Digital to Analog Converter 1 8-LFCSP-UD (2x2),U68,,1,CP_8_10_ADI,,,,,,
,,LT3094EDDTRPBF,Linear Voltage Regulator IC Negative Adjustable 1 Output 500mA 12-DFN (3x3),"U69, U85",,2,DD_05-08-1725_ADI,Analog Devices / Linear Technology,LT3094EDD#TRPBF,Volume Production,Mouser,584-LT3094EDD#TRPBF,18.32
,,LT1965IDD-3.3#PBF,"IC, Linear Voltage Regulator IC Positive Fixed 1 Output 1.1A 8-DFN (3x3)","U71, U88, U94",,3,DFN-8_DD_LIT,,,,", Mouser",584-LT1965IDD-3.3PBF,
,,LT1965IDD-2.5#PBF,"IC, Linear Voltage Regulator IC Positive Fixed 1 Output 1.1A 8-DFN (3x3)","U72, U89, U95",,3,DFN-8_DD_LIT,,,,,,
,,MCP1316MT-20LI/OT,IC SUPERVISOR 1 CHANNEL SOT23-5,U79,,1,SOT-23-5,Microchip,MCP1316MT-20LI/OT,Volume Production,Digikey,MCP1316MT-20LI/OTCT-ND,0.59
,,"PCA9535APW,118",IC I/O EXPANDER I2C 16B 24TSSOP,U96,,1,"TSSOP-24, 4.4mm body width, pitch 0.65mm",NXP Semiconductors,"PCA9535APW,118",Volume Production,Digikey,568-9913-1-ND,1.87
,,ADS7828EB/2K5,IC ADC 12BIT SAR 16TSSOP,"U97, U98",,2,"TSSOP-16, 4.4mm body width, pitch 0.65mm",Texas Instruments,ADS7828EB/2K5,Volume Production,Digikey,296-41194-1-ND,13.04
,,AD8674ARUZ-REEL,"Quad Channel, General Purpose Amplifier 4 Circuit 14-TSSOP","U99, U103",,2,RU_14_ADI,,,,,,
,,OPA547F/500,"OP AMP,  General Purpose Amplifier 1 Circuit TO-263 (DDPAK-7)",U100,,1,TO127P1524X465-8N,,,,,,
,,INA826AIDR,IC Instrumentation Amplifier 1 Circuit Rail-to-Rail 8-SOIC,"U101, U105",,2,D8,,,,,,
,,OPA549T,"High-Voltage, High-Current Op Amp, Excellent Output Swing 11-TO-220 -40 to 85",U104,,1,TO170P2027X462X2456-11,,,,,,
,,PT7M3808G01TAEX,Supervisor Open Drain or Open Collector 1 Channel SOT-23-6,U106,,1,SOT-23-6,Diodes,PT7M3808G01TAEX,Volume Production,Digikey,PT7M3808G01TAEXDICT-ND,2.04
,,TS5A23159RSER,"1-â„| on-state resistance, 5-V, 2:1 (SPDT), 2-channel analog switch with powered-off protection",U108,,1,IC_TS5A23159RSER,Texas Instruments,TS5A23159RSER,Volume Production,Mouser,595-TS5A23159RSER,0.83
,,ECS-2033-250-BN,"25MHz XO _Standard_ CMOS Oscillator 3.3V Enable/Disable 4-SMD, No Lead",Y1,,1,OSC_ECS-2033-250-BN,,,,,,
,,ECS-2520MVLC-250-CN-TR,"Crystal 25 MHz XO (Standard) CMOS Oscillator 1.6V ~ 3.6V Enable/Disable 4-SMD, No Lead","Y2, Y3",,2,OSC_ECS-2520S25-250-FN-TR,ECS International,ECS-2520MVLC-250-CN-TR,Unknown,Digikey,50-ECS-2520MVLC-250-CN-TRCT-ND,2.52
,,ECS-2520MV-500-CN-TR,"Crystal, miniature SMD HCMOS Tight Stability Crystal Oscillator","Y4, Y5",,2,OSC_ECS-2520S25-250-FN-TR,,,,,,
,,24MHz,CRYSTAL 24.0000MHZ 6PF SMD,"Y6, Y7",,2,FP-XRCGB_F_N-MFG,Murata,XRCGB24M000F3M00R0,Volume Production,Future Electronics,2107805,396
